Learnsets population started at 2024-10-15T18:32:16.037Z
Success: Added move gigaimpact to enamorus
Success: Added move grassknot to enamorus
Success: Added move healingwish to enamorus
Success: Added move fly to enamorus
Success: Added move flatter to enamorus
Success: Added move taunt to enamorustherian
Success: Added move substitute to enamorustherian
Success: Added move endure to enamorus
Success: Added move uproar to enamorustherian
Success: Added move extrasensory to enamorus
Success: Added move zenheadbutt to enamorustherian
Success: Added move twister to enamorustherian
Success: Added move weatherball to enamorustherian
Success: Added move bulletseed to sprigatito
Success: Added move uturn to meowscarada
Success: Added move bite to sprigatito
Success: Added move sunnyday to enamorustherian
Success: Added move takedown to enamorustherian
Success: Added move terablast to enamorustherian
Success: Added move leafstorm to sprigatito
Success: Added move energyball to sprigatito
Success: Added move tailwind to enamorustherian
Success: Added move grasspledge to sprigatito
Success: Added move mudslap to sprigatito
Success: Added move raindance to enamorustherian
Success: Added move superpower to enamorustherian
Success: Added move firefang to fuecoco
Success: Added move psychup to enamorustherian
Success: Added move scratch to sprigatito
Success: Added move moonblast to enamorustherian
Success: Added move scaryface to enamorustherian
Success: Added move quickattack to sprigatito
Success: Added move shadowclaw to sprigatito
Success: Added move playrough to sprigatito
Success: Added move rest to sprigatito
Success: Added move petalblizzard to sprigatito
Success: Added move rest to fuecoco
Success: Added move heatwave to fuecoco
Success: Added move flamethrower to fuecoco
Success: Added move swift to sprigatito
Success: Added move roar to fuecoco
Success: Added move mysticalfire to enamorustherian
Success: Added move suckerpunch to sprigatito
Success: Added move healingwish to enamorustherian
Success: Added move grassyterrain to enamorustherian
Success: Added move terablast to sprigatito
Success: Added move uturn to sprigatito
Success: Added move gigaimpact to enamorustherian
Success: Added move disarmingvoice to floragato
Success: Added move facade to floragato
Success: Added move grassknot to enamorustherian
Success: Added move focusblast to enamorustherian
Success: Added move gigadrain to floragato
Success: Added move terablast to enamorus
Success: Added move uproar to enamorus
Success: Added move grasspledge to floragato
Success: Added move torment to enamorus
Success: Added move astonish to enamorustherian
Success: Added move drainingkiss to enamorustherian
Success: Added move leafstorm to floragato
Success: Added move twister to enamorus
Success: Added move weatherball to enamorus
Success: Added move leafage to floragato
Success: Added move alluringvoice to enamorustherian
Success: Added move lowsweep to floragato
Success: Added move nastyplot to floragato
Success: Added move agility to enamorustherian
Success: Added move petalblizzard to floragato
Success: Added move playrough to floragato
Success: Added move mudslap to floragato
Success: Added move seedbomb to floragato
Success: Added move rest to floragato
Success: Added move scratch to floragato
Success: Added move shadowclaw to floragato
Success: Added move magicalleaf to floragato
Success: Added move helpinghand to floragato
Success: Added move lowkick to floragato
Success: Added move honeclaws to floragato
Success: Added move sleeptalk to floragato
Success: Added move grassyterrain to floragato
Success: Added move grassknot to floragato
Success: Added move grassyglide to floragato
Success: Added move faketears to floragato
Success: Added move fling to floragato
Success: Added move slash to floragato
Success: Added move solarbeam to floragato
Success: Added move substitute to floragato
Success: Added move swift to floragato
Success: Added move endure to floragato
Success: Added move thunderpunch to floragato
Success: Added move acrobatics to floragato
Success: Added move energyball to floragato
Success: Added move bite to floragato
Success: Added move charm to floragato
Success: Added move bulletseed to floragato
Success: Added move agility to floragato
Success: Added move aerialace to floragato
Success: Added move trailblaze to sprigatito
Success: Added move worryseed to sprigatito
Success: Added move takedown to sprigatito
Success: Added move tailwhip to sprigatito
Success: Added move taunt to sprigatito
Success: Added move nastyplot to sprigatito
Success: Added move substitute to sprigatito
Success: Added move sleeptalk to sprigatito
Success: Added move protect to sprigatito
Success: Added move honeclaws to sprigatito
Success: Added move seedbomb to sprigatito
Success: Added move leafage to sprigatito
Success: Added move leechseed to sprigatito
Success: Added move magicalleaf to sprigatito
Success: Added move helpinghand to sprigatito
Success: Added move grassyterrain to sprigatito
Success: Added move grassknot to sprigatito
Success: Added move grassyglide to sprigatito
Success: Added move agility to sprigatito
Success: Added move endure to sprigatito
Success: Added move faketears to sprigatito
Success: Added move acrobatics to sprigatito
Success: Added move copycat to sprigatito
Success: Added move facade to sprigatito
Success: Added move charm to sprigatito
Success: Added move disarmingvoice to sprigatito
Success: Added move allyswitch to sprigatito
Success: Added move acrobatics to meowscarada
Success: Added move worryseed to floragato
Success: Added move aerialace to meowscarada
Success: Added move terablast to floragato
Success: Added move uturn to floragato
Success: Added move taunt to floragato
Success: Added move tailwhip to floragato
Success: Added move trailblaze to floragato
Success: Added move takedown to floragato
Success: Added move quickattack to floragato
Success: Added move agility to meowscarada
Success: Added move protect to floragato
Success: Added move psychup to enamorus
Success: Added move brickbreak to meowscarada
Success: Added move bite to meowscarada
Success: Added move bulletseed to meowscarada
Success: Added move chillingwater to meowscarada
Success: Added move gigadrain to meowscarada
Success: Added move charm to meowscarada
Success: Added move grassyterrain to meowscarada
Success: Added move darkpulse to meowscarada
Success: Added move lashout to meowscarada
Success: Added move endure to enamorustherian
Success: Added move fling to meowscarada
Success: Added move takedown to enamorus
Success: Added move knockoff to meowscarada
Success: Added move disarmingvoice to enamorustherian
Success: Added move fairywind to enamorustherian
Success: Added move grasspledge to meowscarada
Success: Added move helpinghand to meowscarada
Success: Added move flatter to enamorustherian
Success: Added move facade to enamorustherian
Success: Added move gigaimpact to meowscarada
Success: Added move disarmingvoice to meowscarada
Success: Added move grassyglide to meowscarada
Success: Added move sleeptalk to enamorus
Success: Added move flowertrick to meowscarada
Success: Added move lowkick to meowscarada
Success: Added move facade to meowscarada
Success: Added move faketears to meowscarada
Success: Added move endure to meowscarada
Success: Added move honeclaws to meowscarada
Success: Added move lowsweep to meowscarada
Success: Added move leafstorm to meowscarada
Success: Added move mudslap to meowscarada
Success: Added move magicalleaf to meowscarada
Success: Added move sleeptalk to enamorustherian
Success: Added move raindance to enamorus
Success: Added move nightslash to meowscarada
Success: Added move protect to meowscarada
Success: Added move psychup to meowscarada
Success: Added move powergem to meowscarada
Success: Added move playrough to meowscarada
Success: Added move protect to enamorustherian
Success: Added move quickattack to meowscarada
Success: Added move irondefense to enamorus
Success: Added move shadowball to meowscarada
Success: Added move rest to meowscarada
Success: Added move scratch to meowscarada
Success: Added move slash to meowscarada
Success: Added move solarbeam to meowscarada
Success: Added move springtidestorm to enamorustherian
Success: Added move shadowclaw to meowscarada
Success: Added move skillswap to meowscarada
Success: Added move substitute to meowscarada
Success: Added move spikes to meowscarada
Success: Added move swift to meowscarada
Success: Added move tailwhip to meowscarada
Success: Added move terablast to meowscarada
Success: Added move thief to meowscarada
Success: Added move taunt to meowscarada
Success: Added move takedown to meowscarada
Success: Added move thunderpunch to meowscarada
Success: Added move throatchop to meowscarada
Success: Added move trailblaze to meowscarada
Success: Added move trickroom to meowscarada
Success: Added move toxicspikes to meowscarada
Success: Added move belch to fuecoco
Success: Added move tripleaxel to meowscarada
Success: Added move trick to meowscarada
Success: Added move worryseed to meowscarada
Success: Added move torment to enamorustherian
Success: Added move crunch to fuecoco
Success: Added move bodyslam to fuecoco
Success: Added move bite to fuecoco
Success: Added move curse to fuecoco
Success: Added move dig to fuecoco
Success: Added move disarmingvoice to fuecoco
Success: Added move encore to fuecoco
Success: Added move ember to fuecoco
Success: Added move endure to fuecoco
Success: Added move facade to fuecoco
Success: Added move gigadrain to sprigatito
Success: Added move outrage to fuecoco
Success: Added move flamecharge to fuecoco
Success: Added move firepledge to fuecoco
Success: Added move flareblitz to fuecoco
Success: Added move fireblast to fuecoco
Success: Added move incinerate to fuecoco
Success: Added move protect to fuecoco
Success: Added move mistyterrain to enamorustherian
Success: Added move mudslap to fuecoco
Success: Added move overheat to fuecoco
Success: Added move psychic to enamorustherian
Success: Added move leer to fuecoco
Success: Added move helpinghand to fuecoco
Success: Added move slash to sprigatito
Success: Added move solarbeam to sprigatito
Success: Added move firespin to fuecoco
Success: Added move hypervoice to fuecoco
Success: Added move round to fuecoco
Success: Added move tackle to fuecoco
Success: Added move seedbomb to fuecoco
Success: Added move stompingtantrum to fuecoco
Success: Added move sleeptalk to fuecoco
Success: Added move substitute to fuecoco
Success: Added move slackoff to fuecoco
Success: Added move takedown to fuecoco
Success: Added move temperflare to fuecoco
Success: Added move snarl to fuecoco
Success: Added move sunnyday to fuecoco
Success: Added move terablast to fuecoco
Success: Added move thunderfang to fuecoco
Success: Added move yawn to fuecoco
Success: Added move coaching to quaquaval
Success: Added move bulldoze to lechonk
Success: Added move bite to crocalor
Success: Added move curse to crocalor
Success: Added move bodyslam to crocalor
Success: Added move crunch to crocalor
Success: Added move ember to crocalor
Success: Added move encore to crocalor
Success: Added move firefang to crocalor
Success: Added move helpinghand to crocalor
Success: Added move dig to crocalor
Success: Added move disarmingvoice to crocalor
Success: Added move flamecharge to crocalor
Success: Added move fireblast to crocalor
Success: Added move facade to crocalor
Success: Added move firespin to crocalor
Success: Added move leer to crocalor
Success: Added move firepledge to crocalor
Success: Added move endure to crocalor
Success: Added move heatwave to crocalor
Success: Added move hypervoice to crocalor
Success: Added move workup to quaquaval
Success: Added move lick to crocalor
Success: Added move flareblitz to crocalor
Success: Added move rest to crocalor
Success: Added move outrage to crocalor
Success: Added move overheat to crocalor
Success: Added move flamethrower to crocalor
Success: Added move tackle to crocalor
Success: Added move doubleedge to lechonk
Success: Added move protect to crocalor
Success: Added move mudslap to crocalor
Success: Added move encore to skeledirge
Success: Added move wingattack to quaxwell
Success: Added move willowisp to crocalor
Success: Added move whirlpool to quaquaval
Success: Added move flareblitz to skeledirge
Success: Added move workup to quaxwell
Success: Added move bodyslam to skeledirge
Success: Added move sunnyday to crocalor
Success: Added move firefang to skeledirge
Success: Added move gigaimpact to skeledirge
Success: Added move temperflare to crocalor
Success: Added move substitute to crocalor
Success: Added move fling to quaquaval
Success: Added move hyperbeam to quaquaval
Success: Added move earthpower to skeledirge
Success: Added move uturn to quaquaval
Success: Added move mistyterrain to quaquaval
Success: Added move covet to lechonk
Success: Added move heatwave to skeledirge
Success: Added move heatcrash to skeledirge
Success: Added move endure to quaquaval
Success: Added move knockoff to quaquaval
Success: Added move acrobatics to quaquaval
Success: Added move flamethrower to skeledirge
Success: Added move blastburn to skeledirge
Success: Added move fireblast to skeledirge
Success: Added move sleeptalk to crocalor
Success: Added move icywind to quaquaval
Success: Added move terablast to crocalor
Success: Added move flipturn to quaquaval
Success: Added move featherdance to quaquaval
Success: Added move takedown to quaquaval
Success: Added move earthquake to skeledirge
Success: Added move yawn to crocalor
Success: Added move hurricane to quaquaval
Success: Added move batonpass to quaquaval
Success: Added move facade to skeledirge
Success: Added move roar to crocalor
Success: Added move disarmingvoice to skeledirge
Success: Added move ember to skeledirge
Success: Added move bravebird to quaquaval
Success: Added move zenheadbutt to crocalor
Success: Added move hex to skeledirge
Success: Added move mudslap to skeledirge
Success: Added move echoedvoice to lechonk
Success: Added move nightshade to skeledirge
Success: Added move leer to skeledirge
Success: Added move outrage to skeledirge
Success: Added move poltergeist to skeledirge
Success: Added move lick to skeledirge
Success: Added move facade to lechonk
Success: Added move rest to skeledirge
Success: Added move round to skeledirge
Success: Added move protect to skeledirge
Success: Added move scaryface to skeledirge
Success: Added move roar to skeledirge
Success: Added move raindance to lechonk
Success: Added move snarl to skeledirge
Success: Added move seedbomb to skeledirge
Success: Added move seedbomb to lechonk
Success: Added move sing to skeledirge
Success: Added move shadowball to skeledirge
Success: Added move sunnyday to skeledirge
Success: Added move substitute to skeledirge
Success: Added move solarbeam to skeledirge
Success: Added move stompingtantrum to skeledirge
Success: Added move sleeptalk to skeledirge
Success: Added move tackle to skeledirge
Success: Added move terablast to skeledirge
Success: Added move temperflare to skeledirge
Success: Added move detect to quaxly
Success: Added move thunderfang to skeledirge
Success: Added move torchsong to skeledirge
Success: Added move willowisp to skeledirge
Success: Added move takedown to skeledirge
Success: Added move batonpass to quaxly
Success: Added move yawn to skeledirge
Success: Added move chillingwater to quaxly
Success: Added move aerialace to quaxly
Success: Added move aircutter to quaxly
Success: Added move acrobatics to quaxly
Success: Added move disarmingvoice to quaxly
Success: Added move airslash to quaxly
Success: Added move doublehit to quaxly
Success: Added move encore to quaxly
Success: Added move bravebird to quaxly
Success: Added move zenheadbutt to skeledirge
Success: Added move aquajet to quaxly
Success: Added move aquacutter to quaxly
Success: Added move helpinghand to quaxly
Success: Added move facade to quaxly
Success: Added move endure to quaxly
Success: Added move hydropump to quaxly
Success: Added move growl to quaxly
Success: Added move focusenergy to quaxly
Success: Added move lowkick to quaxly
Success: Added move airslash to quaxwell
Success: Added move disarmingvoice to quaxwell
Success: Added move facade to quaxwell
Success: Added move roost to quaxly
Success: Added move rapidspin to quaxly
Success: Added move aircutter to quaxwell
Success: Added move watergun to quaxly
Success: Added move wingattack to quaxly
Success: Added move aquacutter to quaxwell
Success: Added move pound to quaxly
Success: Added move sleeptalk to quaxly
Success: Added move terablast to quaxly
Success: Added move workup to quaxly
Success: Added move protect to quaxly
Success: Added move aerialace to quaxwell
Success: Added move lastresort to quaxly
Success: Added move encore to quaxwell
Success: Added move acrobatics to quaxwell
Success: Added move chillingwater to quaxwell
Success: Added move swift to quaxly
Success: Added move aquajet to quaxwell
Success: Added move liquidation to quaxly
Success: Added move endure to quaxwell
Success: Added move doublehit to quaxwell
Success: Added move psychup to quaxly
Success: Added move batonpass to quaxwell
Success: Added move takedown to quaxly
Success: Added move mistyterrain to quaxly
Success: Added move rest to quaxly
Success: Added move substitute to quaxly
Success: Added move surf to quaxly
Success: Added move raindance to quaxly
Success: Added move waterpledge to quaxly
Success: Added move whirlpool to quaxly
Success: Added move bravebird to quaxwell
Success: Added move flipturn to quaxwell
Success: Added move focusenergy to quaxwell
Success: Added move featherdance to quaxwell
Success: Added move lowkick to quaxwell
Success: Added move helpinghand to quaxwell
Success: Added move pound to quaxwell
Success: Added move liquidation to quaxwell
Success: Added move protect to quaxwell
Success: Added move lowsweep to quaxwell
Success: Added move mistyterrain to quaxwell
Success: Added move hydropump to quaxwell
Success: Added move growl to quaxwell
Success: Added move psychup to quaxwell
Success: Added move raindance to quaxwell
Success: Added move substitute to quaxwell
Success: Added move rest to quaxwell
Success: Added move takedown to quaxwell
Success: Added move surf to quaxwell
Success: Added move terablast to quaxwell
Success: Added move swift to quaxwell
Success: Added move watergun to quaxwell
Success: Added move sleeptalk to quaxwell
Success: Added move tripleaxel to quaxwell
Success: Added move waterpledge to quaxwell
Success: Added move waterpulse to quaxwell
Success: Added move whirlpool to quaxwell
Success: Added move sleeptalk to quaquaval
Success: Added move willowisp to fuecoco
Success: Added move zenheadbutt to fuecoco
Success: Added move liquidation to quaquaval
Success: Added move chillingwater to lechonk
Success: Added move megakick to quaquaval
Success: Added move endeavor to quaquaval
Success: Added move gigaimpact to quaquaval
Success: Added move dig to lechonk
Success: Added move airslash to quaquaval
Success: Added move curse to lechonk
Success: Added move agility to quaquaval
Success: Added move bodyslam to lechonk
Success: Added move lowsweep to quaquaval
Success: Added move surf to quaquaval
Success: Added move taunt to quaquaval
Success: Added move hydropump to quaquaval
Success: Added move swordsdance to quaquaval
Success: Added move bulletseed to lechonk
Success: Added move icespinner to quaquaval
Success: Added move pound to quaquaval
Success: Added move growl to quaquaval
Success: Added move hydrocannon to quaquaval
Success: Added move counter to quaquaval
Success: Added move incinerate to crocalor
Success: Added move upperhand to quaquaval
Success: Added move helpinghand to quaquaval
Success: Added move waterpledge to quaquaval
Success: Added move rest to quaquaval
Success: Added move lowkick to quaquaval
Success: Added move aquastep to quaquaval
Success: Added move wingattack to quaquaval
Success: Added move waterpulse to quaquaval
Success: Added move hypervoice to skeledirge
Success: Added move alluringvoice to skeledirge
Success: Added move takedown to crocalor
Success: Added move curse to skeledirge
Success: Added move watergun to quaquaval
Success: Added move focusenergy to quaquaval
Success: Added move raindance to quaquaval
Success: Added move doublehit to quaquaval
Success: Added move wavecrash to quaquaval
Success: Added move bulkup to quaquaval
Success: Added move chillingwater to quaquaval
Success: Added move aircutter to quaquaval
Success: Added move imprison to skeledirge
Success: Added move firepledge to skeledirge
Success: Added move incinerate to skeledirge
Success: Added move flamecharge to skeledirge
Success: Added move closecombat to quaquaval
Success: Added move seedbomb to crocalor
Success: Added move substitute to quaquaval
Success: Added move reversal to quaquaval
Success: Added move endure to skeledirge
Success: Added move terablast to quaquaval
Success: Added move thunderfang to crocalor
Success: Added move round to crocalor
Success: Added move aquacutter to quaquaval
Success: Added move protect to quaquaval
Success: Added move swift to quaquaval
Success: Added move bite to skeledirge
Success: Added move hyperbeam to skeledirge
Success: Added move disarmingvoice to lechonk
Success: Added move dig to skeledirge
Success: Added move psychup to quaquaval
Success: Added move stompingtantrum to crocalor
Success: Added move tripleaxel to quaquaval
Success: Added move aquajet to quaquaval
Success: Added move snarl to crocalor
Success: Added move firespin to skeledirge
Success: Added move encore to quaquaval
Success: Added move aerialace to quaquaval
Success: Added move disarmingvoice to quaquaval
Success: Added move facade to quaquaval
Success: Added move brickbreak to quaquaval
Success: Added move helpinghand to skeledirge
Success: Added move crunch to skeledirge
Success: Added move endeavor to lechonk
Success: Added move hypervoice to lechonk
Success: Added move mudshot to lechonk
Success: Added move endure to lechonk
Success: Added move playrough to lechonk
Success: Added move mudslap to lechonk
Success: Added move overheat to skeledirge
Success: Added move helpinghand to lechonk
Success: Added move protect to lechonk
Success: Added move ironhead to lechonk
Success: Added move scorchingsands to skeledirge
Success: Added move rest to lechonk
Success: Added move headbutt to lechonk
Success: Added move shadowclaw to skeledirge
Success: Added move superfang to lechonk
Success: Added move spitup to lechonk
Success: Added move sleeptalk to lechonk
Success: Added move stockpile to lechonk
Success: Added move sunnyday to lechonk
Success: Added move stuffcheeks to lechonk
Success: Added move substitute to lechonk
Success: Added move workup to lechonk
Success: Added move trailblaze to lechonk
Success: Added move takedown to lechonk
Success: Added move tailwhip to lechonk
Success: Added move terablast to lechonk
Success: Added move thief to lechonk
Success: Added move swallow to lechonk
Success: Added move uproar to lechonk
Success: Added move zenheadbutt to lechonk
Success: Added move tackle to lechonk
Success: Added move protect to nymble
Success: Added move bodypress to oinkologne
Success: Added move yawn to lechonk
Success: Added move chillingwater to oinkologne
Success: Added move bulletseed to oinkologne
Success: Added move firstimpression to nymble
Success: Added move bulldoze to oinkologne
Success: Added move belch to oinkologne
Success: Added move rocktomb to spidops
Success: Added move screech to nymble
Success: Added move rest to nymble
Success: Added move facade to nymble
Success: Added move covet to oinkologne
Success: Added move endeavor to oinkologne
Success: Added move facade to oinkologne
Success: Added move dig to oinkologne
Success: Added move sunnyday to nymble
Success: Added move energyball to oinkologne
Success: Added move headbutt to oinkologne
Success: Added move ironhead to oinkologne
Success: Added move helpinghand to oinkologne
Success: Added move gigaimpact to oinkologne
Success: Added move hypervoice to oinkologne
Success: Added move lashout to oinkologne
Success: Added move rest to spidops
Success: Added move suckerpunch to nymble
Success: Added move hyperbeam to oinkologne
Success: Added move playrough to oinkologne
Success: Added move mudshot to oinkologne
Success: Added move stompingtantrum to oinkologne
Success: Added move raindance to oinkologne
Success: Added move rest to oinkologne
Success: Added move protect to oinkologne
Success: Added move assurance to lokix
Success: Added move sleeptalk to oinkologne
Success: Added move superfang to oinkologne
Success: Added move tackle to spidops
Success: Added move tailwhip to oinkologne
Success: Added move terablast to oinkologne
Success: Added move feint to nymble
Success: Added move trailblaze to oinkologne
Success: Added move thief to oinkologne
Success: Added move raindance to nymble
Success: Added move detect to lokix
Success: Added move seedbomb to oinkologne
Success: Added move belch to oinkolognef
Success: Added move workup to oinkologne
Success: Added move zenheadbutt to oinkologne
Success: Added move bodypress to oinkolognef
Success: Added move yawn to oinkologne
Success: Added move bulldoze to oinkolognef
Success: Added move fling to lokix
Success: Added move sunnyday to oinkolognef
Success: Added move takedown to oinkolognef
Success: Added move assurance to tarountula
Success: Added move bodyslam to oinkolognef
Success: Added move leer to lokix
Success: Added move bulletseed to oinkolognef
Success: Added move trailblaze to oinkolognef
Success: Added move endure to oinkolognef
Success: Added move bodyslam to tarountula
Success: Added move facade to tarountula
Success: Added move rest to oinkolognef
Success: Added move workup to oinkolognef
Success: Added move uproar to oinkolognef
Success: Added move bulletseed to tarountula
Success: Added move skittersmack to lokix
Success: Added move screech to lokix
Success: Added move helpinghand to oinkolognef
Success: Added move scaryface to lokix
Success: Added move thief to oinkolognef
Success: Added move endeavor to oinkolognef
Success: Added move mudshot to oinkolognef
Success: Added move substitute to oinkolognef
Success: Added move facade to oinkolognef
Success: Added move suckerpunch to lokix
Success: Added move seedbomb to oinkolognef
Success: Added move terablast to lokix
Success: Added move hypervoice to oinkolognef
Success: Added move tackle to lokix
Success: Added move terablast to oinkolognef
Success: Added move feint to tarountula
Success: Added move chillingwater to oinkolognef
Success: Added move tackle to oinkolognef
Success: Added move hyperbeam to oinkolognef
Success: Added move energyball to oinkolognef
Success: Added move zenheadbutt to oinkolognef
Success: Added move disarmingvoice to oinkolognef
Success: Added move xscissor to lokix
Success: Added move stompingtantrum to oinkolognef
Success: Added move gunkshot to rellor
Success: Added move falseswipe to tarountula
Success: Added move bugbuzz to tarountula
Success: Added move earthpower to oinkolognef
Success: Added move raindance to oinkolognef
Success: Added move lashout to oinkolognef
Success: Added move firstimpression to tarountula
Success: Added move playrough to oinkolognef
Success: Added move echoedvoice to oinkolognef
Success: Added move highhorsepower to oinkolognef
Success: Added move superfang to oinkolognef
Success: Added move doubleedge to oinkolognef
Success: Added move circlethrow to tarountula
Success: Added move knockoff to tarountula
Success: Added move leechlife to tarountula
Success: Added move raindance to tarountula
Success: Added move lunge to tarountula
Success: Added move gigadrain to tarountula
Success: Added move headbutt to oinkolognef
Success: Added move pounce to tarountula
Success: Added move dig to oinkolognef
Success: Added move grassknot to tarountula
Success: Added move gastroacid to tarountula
Success: Added move bugbite to tarountula
Success: Added move mudslap to oinkolognef
Success: Added move endure to tarountula
Success: Added move headbutt to tarountula
Success: Added move protect to tarountula
Success: Added move rest to tarountula
Success: Added move poisonjab to tarountula
Success: Added move shadowclaw to tarountula
Success: Added move memento to tarountula
Success: Added move skittersmack to tarountula
Success: Added move sleeptalk to tarountula
Success: Added move stickyweb to tarountula
Success: Added move spikes to tarountula
Success: Added move strugglebug to tarountula
Success: Added move suckerpunch to tarountula
Success: Added move sunnyday to tarountula
Success: Added move substitute to tarountula
Success: Added move tackle to tarountula
Success: Added move takedown to tarountula
Success: Added move stringshot to tarountula
Success: Added move terablast to tarountula
Success: Added move toxicspikes to tarountula
Success: Added move aerialace to spidops
Success: Added move thief to tarountula
Success: Added move trailblaze to tarountula
Success: Added move xscissor to tarountula
Success: Added move assurance to spidops
Success: Added move throatchop to tarountula
Success: Added move block to spidops
Success: Added move bugbite to spidops
Success: Added move brickbreak to spidops
Success: Added move endure to spidops
Success: Added move bulletseed to spidops
Success: Added move bugbuzz to spidops
Success: Added move bodyslam to spidops
Success: Added move sleeptalk to spidops
Success: Added move substitute to spidops
Success: Added move skittersmack to spidops
Success: Added move gastroacid to spidops
Success: Added move painsplit to spidops
Success: Added move fling to spidops
Success: Added move falseswipe to spidops
Success: Added move feint to spidops
Success: Added move facade to spidops
Success: Added move electroweb to spidops
Success: Added move doublekick to nymble
Success: Added move counter to spidops
Success: Added move uturn to nymble
Success: Added move sleeptalk to nymble
Success: Added move circlethrow to spidops
Success: Added move leer to nymble
Success: Added move strugglebug to nymble
Success: Added move terablast to nymble
Success: Added move upperhand to spidops
Success: Added move raindance to spidops
Success: Added move throatchop to spidops
Success: Added move endure to nymble
Success: Added move poisonjab to spidops
Success: Added move shadowclaw to spidops
Success: Added move substitute to nymble
Success: Added move reversal to spidops
Success: Added move astonish to nymble
Success: Added move toxicspikes to spidops
Success: Added move assurance to nymble
Success: Added move spikes to spidops
Success: Added move tackle to nymble
Success: Added move gigaimpact to spidops
Success: Added move uturn to spidops
Success: Added move silktrap to spidops
Success: Added move thief to spidops
Success: Added move pounce to nymble
Success: Added move takedown to spidops
Success: Added move headbutt to spidops
Success: Added move agility to lokix
Success: Added move strugglebug to spidops
Success: Added move scaryface to spidops
Success: Added move takedown to nymble
Success: Added move bodyslam to oinkologne
Success: Added move bounce to lokix
Success: Added move xscissor to nymble
Success: Added move trailblaze to nymble
Success: Added move skittersmack to nymble
Success: Added move thief to nymble
Success: Added move bugbite to nymble
Success: Added move curse to oinkologne
Success: Added move echoedvoice to oinkologne
Success: Added move doubleedge to oinkologne
Success: Added move disarmingvoice to oinkologne
Success: Added move axekick to lokix
Success: Added move endure to oinkologne
Success: Added move stringshot to spidops
Success: Added move earthpower to oinkologne
Success: Added move xscissor to spidops
Success: Added move taunt to spidops
Success: Added move stickyweb to spidops
Success: Added move highhorsepower to oinkologne
Success: Added move grassknot to spidops
Success: Added move pounce to spidops
Success: Added move leechlife to spidops
Success: Added move trailblaze to spidops
Success: Added move lunge to spidops
Success: Added move brickbreak to lokix
Success: Added move astonish to lokix
Success: Added move agility to nymble
Success: Added move mudslap to oinkologne
Success: Added move protect to spidops
Success: Added move gigadrain to spidops
Success: Added move sunnyday to spidops
Success: Added move counter to nymble
Success: Added move aerialace to lokix
Success: Added move sunnyday to oinkologne
Success: Added move lowkick to spidops
Success: Added move tackle to oinkologne
Success: Added move knockoff to spidops
Success: Added move leechlife to nymble
Success: Added move terablast to spidops
Success: Added move takedown to oinkologne
Success: Added move bugbite to lokix
Success: Added move substitute to oinkologne
Success: Added move bugbuzz to nymble
Success: Added move bugbuzz to lokix
Success: Added move uproar to oinkologne
Success: Added move darkpulse to lokix
Success: Added move doubleedge to lokix
Success: Added move doublekick to lokix
Success: Added move lashout to lokix
Success: Added move facade to lokix
Success: Added move knockoff to lokix
Success: Added move endure to lokix
Success: Added move ironhead to oinkolognef
Success: Added move firstimpression to lokix
Success: Added move feint to lokix
Success: Added move leechlife to lokix
Success: Added move gigaimpact to lokix
Success: Added move counter to tarountula
Success: Added move lowsweep to lokix
Success: Added move lowkick to lokix
Success: Added move protect to lokix
Success: Added move pounce to lokix
Success: Added move raindance to lokix
Success: Added move lunge to lokix
Success: Added move reversal to lokix
Success: Added move tailwhip to oinkolognef
Success: Added move rest to lokix
Success: Added move yawn to oinkolognef
Success: Added move sleeptalk to lokix
Success: Added move protect to oinkolognef
Success: Added move strugglebug to lokix
Success: Added move spite to lokix
Success: Added move substitute to lokix
Success: Added move block to tarountula
Success: Added move covet to oinkolognef
Success: Added move takedown to lokix
Success: Added move sunnyday to lokix
Success: Added move taunt to lokix
Success: Added move swordsdance to lokix
Success: Added move trailblaze to lokix
Success: Added move throatchop to lokix
Success: Added move uturn to lokix
Success: Added move thief to lokix
Success: Added move curse to oinkolognef
Success: Added move cosmicpower to rellor
Success: Added move dig to rellor
Success: Added move facade to rellor
Success: Added move sleeptalk to oinkolognef
Success: Added move irondefense to rellor
Success: Added move endure to rellor
Success: Added move bugbite to rellor
Success: Added move defensecurl to rellor
Success: Added move fling to rellor
Success: Added move bugbuzz to rellor
Success: Added move leechlife to rellor
Success: Added move gigaimpact to oinkolognef
Success: Added move lunge to rellor
Success: Added move mudslap to rellor
Success: Added move memento to rellor
Success: Added move mudshot to rellor
Success: Added move recover to rellor
Success: Added move sludgebomb to rellor
Success: Added move sandattack to rellor
Success: Added move pounce to rellor
Success: Added move rest to rellor
Success: Added move sleeptalk to rellor
Success: Added move skittersmack to rellor
Success: Added move protect to rellor
Success: Added move rollout to rellor
Success: Added move rocktomb to rellor
Success: Added move xscissor to rellor
Success: Added move strugglebug to rellor
Success: Added move disarmingvoice to espathra
Success: Added move takedown to rellor
Success: Added move weatherball to rellor
Success: Added move terablast to rellor
Success: Added move storedpower to flittle
Success: Added move mudslap to espathra
Success: Added move hypervoice to espathra
Success: Added move sandstorm to flittle
Success: Added move sleeptalk to rabsca
Success: Added move helpinghand to greavard
Success: Added move rollout to rabsca
Success: Added move rest to flittle
Success: Added move endure to rabsca
Success: Added move batonpass to flittle
Success: Added move mudslap to rabsca
Success: Added move growl to greavard
Success: Added move substitute to flittle
